BEANS PER JAR,JARS,TOTAL BEANS
509,637,324233
275,942,259050
300,773,231900
245,381,93345
132,214,28248
766,197,150902
676,460,310960
87,368,32016
179,468,83772
774,373,288702
758,833,631414
342,978,334476
93,823,76539
222,224,49728
887,54,47898
880,481,423280
975,868,846300
210,77,16170
474,268,127032
142,614,87188
161,550,88550
45,77,3465
85,558,47430
30,151,4530
105,167,17535
554,894,495276
445,237,105465
461,567,261387
548,539,295372
547,897,490659
921,336,309456
904,179,161816
670,507,339690
474,554,262596
68,241,16388
479,53,25387
521,310,161510
499,337,168163
451,238,107338
115,48,5520
985,35,34475
65,100,6500
600,597,358200
532,151,80332
439,24,10536
282,841,237162
576,186,107136
349,287,100163
719,552,396888
774,698,540252
77,315,24255
452,21,9492
298,130,38740
311,255,79305
457,949,433693
447,504,225288
536,69,36984
281,513,144153
74,404,29896
481,938,451178
960,805,772800
70,830,58100
954,88,83952
278,520,144560
38,316,12008
953,740,705220
333,281,93573
625,317,198125
116,519,60204
111,614,68154
967,14,13538
155,945,146475
645,265,170925
386,133,51338
837,859,718983
861,971,836031
133,612,81396
470,682,320540
703,618,434454
924,217,200508
303,296,89688
922,984,907248
996,829,825684
615,849,522135
246,803,197538
679,46,31234
193,248,47864
16,940,15040
972,932,905904
39,184,7176
174,137,23838
689,907,624923
132,438,57816
209,868,181412
693,943,653499
139,268,37252
572,216,123552
219,792,173448
319,623,198737
850,882,749700
871,231,201201
458,660,302280
224,724,162176
641,193,123713
517,704,363968
788,67,52796
69,850,58650
989,793,784277
638,556,354728
661,502,331822
346,800,276800
55,215,11825
795,411,326745
43,860,36980
402,256,102912
167,971,162157
862,554,477548
128,519,66432
849,274,232626
47,678,31866
193,854,164822
619,566,350354
305,64,19520
799,472,377128
356,64,22784
87,821,71427
892,815,726980
931,925,861175
747,128,95616
325,66,21450
958,458,438764
106,163,17278
878,797,699766
870,105,91350
346,113,39098
450,77,34650
421,295,124195
907,596,540572
487,483,235221
361,342,123462
804,689,553956
702,859,603018
520,285,148200
609,608,370272
325,973,316225
272,442,120224
374,780,291720
383,650,248950
491,568,278888
234,847,198198
859,640,549760
269,34,9146
544,180,97920
853,923,787319
424,978,414672
946,961,909106
77,884,68068
231,204,47124
372,849,315828
532,821,436772
510,404,206040
709,740,524660
908,75,68100
922,555,511710
398,689,274222
811,625,506875
322,650,209300
30,912,27360
316,670,211720
522,393,205146
489,735,359415
510,40,20400
294,290,85260
142,450,63900
347,469,162743
107,194,20758
424,341,144584
187,59,11033
46,967,44482
612,512,313344
370,449,166130
194,878,170332
903,263,237489
976,217,211792
697,81,56457
152,845,128440
262,248,64976
131,988,129428
317,75,23775
528,552,291456
768,471,361728
514,405,208170
975,682,664950
645,336,216720
753,953,717609
843,194,163542
559,181,101179
513,269,137997
213,814,173382
751,110,82610
401,312,125112
533,853,454649
985,446,439310
11,395,4345
197,413,81361
16,7,112
806,507,408642
406,78,31668
786,853,670458
135,549,74115
847,604,511588
613,164,100532
19,789,14991
603,998,601794
307,291,89337
802,77,61754
466,37,17242
252,839,211428
572,147,84084
616,411,253176
598,119,71162
858,381,326898
727,685,497995
195,781,152295
857,430,368510
340,253,86020
735,319,234465
273,296,80808
397,80,31760
169,512,86528
207,741,153387
602,749,450898
211,781,164791
840,3,2520
210,749,157290
46,128,5888
256,499,127744
494,22,10868
163,622,101386
82,596,48872
376,409,153784
203,186,37758
538,512,275456
800,894,715200
873,535,467055
713,819,583947
711,366,260226
422,373,157406
256,562,143872
514,302,155228
497,98,48706
222,56,12432
492,140,68880
781,268,209308
281,188,52828
306,102,31212
76,371,28196
780,248,193440
505,428,216140
813,42,34146
536,505,270680
973,237,230601
282,15,4230
747,894,667818
176,206,36256
491,237,116367
26,721,18746
498,263,130974
158,150,23700
182,601,109382
183,383,70089
616,830,511280
656,292,191552
729,968,705672
498,149,74202
159,919,146121
792,870,689040
873,115,100395
735,115,84525
328,493,161704
420,344,144480
76,407,30932
492,15,7380
305,965,294325
89,973,86597
944,282,266208
171,733,125343
174,320,55680
219,14,3066
29,133,3857
296,220,65120
521,144,75024
33,42,1386
789,203,160167
483,890,429870
221,474,104754
192,337,64704
412,701,288812
283,992,280736
68,146,9928
658,616,405328
944,404,381376
793,784,621712
845,169,142805
250,510,127500
665,615,408975
164,890,145960
977,641,626257
105,915,96075
512,102,52224
329,116,38164
646,633,408918
901,274,246874
274,457,125218
487,838,408106
831,428,355668
295,736,217120
692,451,312092
7,819,5733
241,582,140262
470,492,231240
60,123,7380
959,57,54663
975,102,99450
26,421,10946
982,545,535190
448,469,210112
29,493,14297
821,894,733974
304,636,193344
73,152,11096
478,192,91776
651,141,91791
893,964,860852
950,259,246050
170,208,35360
250,136,34000
872,373,325256
517,250,129250
733,908,665564
712,606,431472
344,14,4816
963,707,680841
826,539,445214
599,919,550481
475,483,229425
907,556,504292
416,592,246272
269,406,109214
455,236,107380
402,265,106530
481,693,333333
763,33,25179
609,827,503643
773,153,118269
551,533,293683
452,254,114808
336,98,32928
369,497,183393
954,518,494172
644,160,103040
154,49,7546
353,245,86485
599,55,32945
610,610,372100
688,4,2752
335,728,243880
93,334,31062
170,913,155210
452,752,339904
928,411,381408
493,325,160225
539,961,517979
791,895,707945
266,251,66766
34,714,24276
317,759,240603
30,42,1260
699,552,385848
172,814,140008
798,229,182742
576,198,114048
619,155,95945
111,941,104451
669,796,532524
471,1,471
915,423,387045
728,582,423696
719,181,130139
569,4,2276
746,871,649766
797,935,745195
169,103,17407
582,856,498192
937,959,898583
665,756,502740
131,227,29737
373,371,138383
188,563,105844
501,251,125751
555,233,129315
720,57,41040
968,559,541112
951,424,403224
989,168,166152
33,363,11979
33,986,32538
946,472,446512
131,763,99953
950,296,281200
420,650,273000
326,397,129422
760,985,748600
867,348,301716
218,660,143880
126,669,84294
703,972,683316
721,797,574637
544,135,73440
813,104,84552
14,756,10584
937,785,735545
828,686,568008
73,199,14527
922,532,490504
368,909,334512
724,487,352588
606,662,401172
498,165,82170
242,492,119064
885,150,132750
431,645,277995
732,495,362340
147,828,121716
205,330,67650
660,634,418440
31,400,12400
573,320,183360
598,617,368966
316,692,218672
84,943,79212
324,923,299052
294,761,223734
492,136,66912
49,118,5782
16,238,3808
394,442,174148
740,952,704480
835,382,318970
390,299,116610
711,230,163530
939,38,35682
104,495,51480
721,984,709464
814,945,769230
624,181,112944
541,940,508540
613,731,448103
648,440,285120
647,332,214804
449,54,24246
26,737,19162
297,444,131868
606,406,246036
108,186,20088
402,233,93666
972,42,40824
441,797,351477
439,664,291496
519,275,142725
930,287,266910
332,74,24568
799,428,341972
516,22,11352
168,705,118440
87,179,15573
61,353,21533
716,884,632944
724,306,221544
757,780,590460
852,66,56232
296,433,128168
904,919,830776
386,771,297606
773,17,13141
357,435,155295
563,445,250535
42,26,1092
366,748,273768
860,139,119540
383,729,279207
118,13,1534
358,430,153940
728,514,374192
463,976,451888
406,392,159152
676,151,102076
355,41,14555
346,173,59858
802,205,164410
443,606,268458
608,242,147136
556,19,10564
845,971,820495
709,954,676386
396,959,379764
311,430,133730
154,462,71148
874,232,202768
813,474,385362
564,871,491244
10,652,6520
519,382,198258
318,84,26712
196,930,182280
214,817,174838
673,352,236896
862,623,537026
690,246,169740
674,832,560768
425,117,49725
555,260,144300
880,198,174240
881,406,357686
594,988,586872
463,693,320859
428,63,26964
575,569,327175
184,988,181792
897,778,697866
848,635,538480
939,510,478890
906,885,801810
536,168,90048
134,361,48374
463,46,21298
110,431,47410
849,884,750516
839,922,773558
716,303,216948
170,527,89590
383,112,42896
73,777,56721
419,216,90504
227,619,140513
631,357,225267
932,4,3728
651,7,4557
253,742,187726
225,260,58500
891,210,187110
634,246,155964
431,387,166797
651,399,259749
504,630,317520
388,758,294104
295,347,102365
948,223,211404
217,76,16492
298,52,15496
502,271,136042
162,476,77112
884,387,342108
923,917,846391
345,362,124890
317,914,289738
884,590,521560
195,413,80535
33,973,32109
164,899,147436
580,880,510400
374,202,75548
671,177,118767
729,443,322947
664,807,535848
764,260,198640
922,763,703486
944,263,248272
725,945,685125
833,19,15827
997,101,100697
679,773,524867
800,278,222400
317,646,204782
207,362,74934
846,434,367164
322,384,123648
687,808,555096
270,271,73170
258,752,194016
863,946,816398
153,673,102969
274,618,169332
936,629,588744
18,511,9198
484,723,349932
666,729,485514
657,920,604440
515,370,190550
787,4,3148
63,485,30555
467,638,297946
717,318,228006
190,237,45030
547,216,118152
357,777,277389
160,651,104160
857,243,208251
301,509,153209
431,10,4310
448,25,11200
354,681,241074
274,490,134260
950,366,347700
689,714,491946
690,161,111090
595,519,308805
782,168,131376
674,180,121320
659,793,522587
161,44,7084
399,218,86982
314,339,106446
125,817,102125
680,161,109480
420,66,27720
358,86,30788
756,125,94500
554,285,157890
341,689,234949
265,861,228165
740,964,713360
213,587,125031
513,494,253422
473,794,375562
88,654,57552
265,130,34450
829,988,819052
426,344,146544
375,584,219000
682,19,12958
162,615,99630
555,106,58830
83,120,9960
797,984,784248
532,676,359632
203,618,125454
456,660,300960
250,678,169500
989,24,23736
448,255,114240
85,805,68425
821,273,224133
863,170,146710
816,837,682992
897,841,754377
818,902,737836
850,228,193800
39,711,27729
335,782,261970
807,991,799737
382,609,232638
195,899,175305
48,785,37680
240,938,225120
759,857,650463
303,513,155439
795,100,79500
234,402,94068
175,222,38850
888,348,309024
511,843,430773
33,531,17523
625,41,25625
935,806,753610
472,675,318600
865,118,102070
499,284,141716
685,112,76720
189,868,164052
354,125,44250
707,380,268660
239,129,30831
288,653,188064
126,491,61866
946,177,167442
671,597,400587
138,511,70518
644,215,138460
700,711,497700
864,595,514080
608,352,214016
375,340,127500
518,261,135198
221,73,16133
225,485,109125
766,246,188436
557,131,72967
794,193,153242
436,813,354468
622,519,322818
444,736,326784
782,414,323748
881,171,150651
967,224,216608
99,317,31383
380,4,1520
262,545,142790
457,171,78147
926,91,84266
971,650,631150
132,577,76164
649,908,589292
343,214,73402
899,929,835171
166,91,15106
96,561,53856
116,282,32712
735,991,728385
665,124,82460
45,485,21825
210,315,66150
725,332,240700
865,252,217980
256,868,222208
594,667,396198
574,215,123410
447,863,385761
523,65,33995
121,733,88693
538,185,99530
306,174,53244
782,363,283866
850,565,480250
44,658,28952
23,177,4071
683,178,121574
660,415,273900
177,53,9381
174,204,35496
864,656,566784
371,391,145061
87,182,15834
675,765,516375
241,299,72059
874,75,65550
593,269,159517
659,884,582556
309,55,16995
321,796,255516
812,594,482328
659,942,620778
17,589,10013
114,817,93138
774,179,138546
714,258,184212
363,541,196383
964,325,313300
137,8,1096
916,44,40304
169,486,82134
542,559,302978
375,137,51375
966,517,499422
204,519,105876
863,329,283927
547,119,65093
788,704,554752
396,929,367884
22,457,10054
700,64,44800
492,406,199752
433,813,352029
811,551,446861
140,495,69300
986,827,815422
996,96,95616
336,136,45696
540,833,449820
292,932,272144
103,706,72718
22,266,5852
981,885,868185
542,814,441188
780,971,757380
337,197,66389
289,991,286399
492,258,126936
377,218,82186
34,950,32300
636,18,11448
733,223,163459
802,333,267066
983,159,156297
922,71,65462
478,784,374752
355,552,195960
457,134,61238
242,542,131164
914,42,38388
738,166,122508
275,272,74800
138,678,93564
491,862,423242
359,930,333870
898,18,16164
621,144,89424
320,257,82240
859,179,153761
429,435,186615
888,620,550560
867,425,368475
825,730,602250
804,295,237180
612,676,413712
565,6,3390
865,128,110720
951,932,886332
431,515,221965
983,193,189719
828,464,384192
949,825,782925
331,476,157556
835,838,699730
978,322,314916
207,481,99567
610,663,404430
333,304,101232
180,435,78300
794,633,502602
782,942,736644
35,428,14980
344,800,275200
978,411,401958
174,393,68382
476,887,422212
336,467,156912
589,553,325717
444,14,6216
963,389,374607
819,136,111384
948,726,688248
978,785,767730
792,370,293040
458,960,439680
992,329,326368
370,812,300440
512,455,232960
84,519,43596
827,989,817903
55,682,37510
599,798,478002
507,802,406614
858,557,477906
799,889,710311
114,672,76608
186,512,95232
976,103,100528
806,313,252278
546,19,10374
612,614,375768
811,451,365761
266,148,39368
583,619,360877
999,411,410589
443,363,160809
467,330,154110
853,527,449531
995,347,345265
866,530,458980
557,650,362050
929,45,41805
608,733,445664
824,26,21424
97,647,62759
537,69,37053
56,843,47208
768,496,380928
710,434,308140
210,967,203070
631,778,490918
455,66,30030
654,245,160230
974,690,672060
84,655,55020
504,261,131544
291,96,27936
947,914,865558
230,670,154100
553,56,30968
999,456,455544
339,41,13899
920,824,758080
643,99,63657
815,33,26895
886,485,429710
945,97,91665
378,29,10962
128,900,115200
28,927,25956
810,600,486000
179,536,95944
779,233,181507
977,672,656544
370,672,248640
298,341,101618
633,381,241173
950,606,575700
699,178,124422
548,154,84392
420,880,369600
417,115,47955
112,857,95984
169,604,102076
226,158,35708
722,524,378328
188,820,154160
713,729,519777
366,171,62586
785,733,575405
612,455,278460
848,928,786944
725,647,469075
126,653,82278
465,460,213900
73,48,3504
143,587,83941
292,319,93148
302,176,53152
436,855,372780
25,7,175
106,385,40810
